"STATION","NAME","DATE","TMAX"
"USC00427064","PROVO BYU, UT US","2022-12-31","46"
"USC00427064","PROVO BYU, UT US","2023-01-01","39"
"USC00427064","PROVO BYU, UT US","2023-01-02","34"
"USC00427064","PROVO BYU, UT US","2023-01-03","39"
"USC00427064","PROVO BYU, UT US","2023-01-04","44"
"USC00427064","PROVO BYU, UT US","2023-01-05","46"
"USC00427064","PROVO BYU, UT US","2023-01-06","40"
"USC00427064","PROVO BYU, UT US","2023-01-07","45"
"USC00427064","PROVO BYU, UT US","2023-01-08","49"
"USC00427064","PROVO BYU, UT US","2023-01-09","44"
"USC00427064","PROVO BYU, UT US","2023-01-10","51"
"USC00427064","PROVO BYU, UT US","2023-01-11","47"
"USC00427064","PROVO BYU, UT US","2023-01-12","46"
"USC00427064","PROVO BYU, UT US","2023-01-13","51"
"USC00427064","PROVO BYU, UT US","2023-01-14","52"
"USC00427064","PROVO BYU, UT US","2023-01-15","47"
"USC00427064","PROVO BYU, UT US","2023-01-16","39"
"USC00427064","PROVO BYU, UT US","2023-01-17","40"
"USC00427064","PROVO BYU, UT US","2023-01-18","33"
"USC00427064","PROVO BYU, UT US","2023-01-19","33"
"USC00427064","PROVO BYU, UT US","2023-01-20","36"
"USC00427064","PROVO BYU, UT US","2023-01-21","32"
"USC00427064","PROVO BYU, UT US","2023-01-22","29"
"USC00427064","PROVO BYU, UT US","2023-01-23","34"
"USC00427064","PROVO BYU, UT US","2023-01-24","30"
"USC00427064","PROVO BYU, UT US","2023-01-25","31"
"USC00427064","PROVO BYU, UT US","2023-01-26","33"
"USC00427064","PROVO BYU, UT US","2023-01-27","40"
"USC00427064","PROVO BYU, UT US","2023-01-28","41"
"USC00427064","PROVO BYU, UT US","2023-01-29","37"
"USC00427064","PROVO BYU, UT US","2023-01-30","24"
"USC00427064","PROVO BYU, UT US","2023-01-31","21"
"USC00427064","PROVO BYU, UT US","2023-02-01","30"
"USC00427064","PROVO BYU, UT US","2023-02-02","37"
"USC00427064","PROVO BYU, UT US","2023-02-03","47"
"USC00427064","PROVO BYU, UT US","2023-02-04","48"
"USC00427064","PROVO BYU, UT US","2023-02-05","46"
"USC00427064","PROVO BYU, UT US","2023-02-06","36"
"USC00427064","PROVO BYU, UT US","2023-02-07","37"
"USC00427064","PROVO BYU, UT US","2023-02-08","45"
"USC00427064","PROVO BYU, UT US","2023-02-09","38"
"USC00427064","PROVO BYU, UT US","2023-02-10","45"
"USC00427064","PROVO BYU, UT US","2023-02-11","49"
"USC00427064","PROVO BYU, UT US","2023-02-12","45"
"USC00427064","PROVO BYU, UT US","2023-02-13","47"
"USC00427064","PROVO BYU, UT US","2023-02-14","44"
"USC00427064","PROVO BYU, UT US","2023-02-15","34"
"USC00427064","PROVO BYU, UT US","2023-02-16","35"
"USC00427064","PROVO BYU, UT US","2023-02-17","45"
"USC00427064","PROVO BYU, UT US","2023-02-18","50"
"USC00427064","PROVO BYU, UT US","2023-02-19","47"
"USC00427064","PROVO BYU, UT US","2023-02-20","47"
"USC00427064","PROVO BYU, UT US","2023-02-21","47"
"USC00427064","PROVO BYU, UT US","2023-02-22","41"
"USC00427064","PROVO BYU, UT US","2023-02-23","34"
"USC00427064","PROVO BYU, UT US","2023-02-24","43"
"USC00427064","PROVO BYU, UT US","2023-02-25","48"
"USC00427064","PROVO BYU, UT US","2023-02-26","46"
"USC00427064","PROVO BYU, UT US","2023-02-27","41"
"USC00427064","PROVO BYU, UT US","2023-02-28","41"
"USC00427064","PROVO BYU, UT US","2023-03-01","38"
"USC00427064","PROVO BYU, UT US","2023-03-02","39"
"USC00427064","PROVO BYU, UT US","2023-03-03","40"
"USC00427064","PROVO BYU, UT US","2023-03-04","43"
"USC00427064","PROVO BYU, UT US","2023-03-05","44"
"USC00427064","PROVO BYU, UT US","2023-03-06","40"
"USC00427064","PROVO BYU, UT US","2023-03-07","42"
"USC00427064","PROVO BYU, UT US","2023-03-08","48"
"USC00427064","PROVO BYU, UT US","2023-03-09","51"
"USC00427064","PROVO BYU, UT US","2023-03-10","52"
"USC00427064","PROVO BYU, UT US","2023-03-11","52"
"USC00427064","PROVO BYU, UT US","2023-03-12","49"
"USC00427064","PROVO BYU, UT US","2023-03-13","56"
"USC00427064","PROVO BYU, UT US","2023-03-14","60"
"USC00427064","PROVO BYU, UT US","2023-03-15","52"
"USC00427064","PROVO BYU, UT US","2023-03-16","45"
"USC00427064","PROVO BYU, UT US","2023-03-17","46"
"USC00427064","PROVO BYU, UT US","2023-03-18","51"
"USC00427064","PROVO BYU, UT US","2023-03-19","55"
"USC00427064","PROVO BYU, UT US","2023-03-20","51"
"USC00427064","PROVO BYU, UT US","2023-03-21","49"
"USC00427064","PROVO BYU, UT US","2023-03-22","49"
"USC00427064","PROVO BYU, UT US","2023-03-23","45"
"USC00427064","PROVO BYU, UT US","2023-03-24","40"
"USC00427064","PROVO BYU, UT US","2023-03-25","34"
"USC00427064","PROVO BYU, UT US","2023-03-26","35"
"USC00427064","PROVO BYU, UT US","2023-03-27","41"
"USC00427064","PROVO BYU, UT US","2023-03-28","56"
"USC00427064","PROVO BYU, UT US","2023-03-29","60"
"USC00427064","PROVO BYU, UT US","2023-03-30","57"
"USC00427064","PROVO BYU, UT US","2023-03-31","46"
"USC00427064","PROVO BYU, UT US","2023-04-01","60"
"USC00427064","PROVO BYU, UT US","2023-04-02","61"
"USC00427064","PROVO BYU, UT US","2023-04-03","57"
"USC00427064","PROVO BYU, UT US","2023-04-04","34"
"USC00427064","PROVO BYU, UT US","2023-04-05","39"
"USC00427064","PROVO BYU, UT US","2023-04-06","50"
"USC00427064","PROVO BYU, UT US","2023-04-07","64"
"USC00427064","PROVO BYU, UT US","2023-04-08","66"
"USC00427064","PROVO BYU, UT US","2023-04-09","69"
"USC00427064","PROVO BYU, UT US","2023-04-10","76"
"USC00427064","PROVO BYU, UT US","2023-04-11","83"
"USC00427064","PROVO BYU, UT US","2023-04-12","80"
"USC00427064","PROVO BYU, UT US","2023-04-13","73"
"USC00427064","PROVO BYU, UT US","2023-04-14","52"
"USC00427064","PROVO BYU, UT US","2023-04-15","60"
"USC00427064","PROVO BYU, UT US","2023-04-16","72"
"USC00427064","PROVO BYU, UT US","2023-04-17","75"
"USC00427064","PROVO BYU, UT US","2023-04-18","72"
"USC00427064","PROVO BYU, UT US","2023-04-19","47"
"USC00427064","PROVO BYU, UT US","2023-04-20","49"
"USC00427064","PROVO BYU, UT US","2023-04-21","55"
"USC00427064","PROVO BYU, UT US","2023-04-22","50"
"USC00427064","PROVO BYU, UT US","2023-04-23","61"
"USC00427064","PROVO BYU, UT US","2023-04-24","63"
"USC00427064","PROVO BYU, UT US","2023-04-25","58"
"USC00427064","PROVO BYU, UT US","2023-04-26","65"
"USC00427064","PROVO BYU, UT US","2023-04-27","71"
"USC00427064","PROVO BYU, UT US","2023-04-28","71"
"USC00427064","PROVO BYU, UT US","2023-04-29","80"
"USC00427064","PROVO BYU, UT US","2023-04-30","86"
"USC00427064","PROVO BYU, UT US","2023-05-01","86"
"USC00427064","PROVO BYU, UT US","2023-05-02","85"
"USC00427064","PROVO BYU, UT US","2023-05-03","81"
"USC00427064","PROVO BYU, UT US","2023-05-04","79"
"USC00427064","PROVO BYU, UT US","2023-05-05","61"
"USC00427064","PROVO BYU, UT US","2023-05-06","63"
"USC00427064","PROVO BYU, UT US","2023-05-07","64"
"USC00427064","PROVO BYU, UT US","2023-05-08","74"
"USC00427064","PROVO BYU, UT US","2023-05-09","74"
"USC00427064","PROVO BYU, UT US","2023-05-10","73"
"USC00427064","PROVO BYU, UT US","2023-05-11","71"
"USC00427064","PROVO BYU, UT US","2023-05-12","74"
"USC00427064","PROVO BYU, UT US","2023-05-13","72"
"USC00427064","PROVO BYU, UT US","2023-05-14","76"
"USC00427064","PROVO BYU, UT US","2023-05-15","81"
"USC00427064","PROVO BYU, UT US","2023-05-16","81"
"USC00427064","PROVO BYU, UT US","2023-05-17","79"
"USC00427064","PROVO BYU, UT US","2023-05-18","80"
"USC00427064","PROVO BYU, UT US","2023-05-19","81"
"USC00427064","PROVO BYU, UT US","2023-05-20","83"
"USC00427064","PROVO BYU, UT US","2023-05-21","87"
"USC00427064","PROVO BYU, UT US","2023-05-22","85"
"USC00427064","PROVO BYU, UT US","2023-05-23","83"
"USC00427064","PROVO BYU, UT US","2023-05-24","83"
"USC00427064","PROVO BYU, UT US","2023-05-25","82"
"USC00427064","PROVO BYU, UT US","2023-05-26","76"
"USC00427064","PROVO BYU, UT US","2023-05-27","76"
"USC00427064","PROVO BYU, UT US","2023-05-28","78"
"USC00427064","PROVO BYU, UT US","2023-05-29","83"
"USC00427064","PROVO BYU, UT US","2023-05-30","83"
"USC00427064","PROVO BYU, UT US","2023-05-31","85"
"USC00427064","PROVO BYU, UT US","2023-06-01","83"
"USC00427064","PROVO BYU, UT US","2023-06-02","75"
"USC00427064","PROVO BYU, UT US","2023-06-03","76"
"USC00427064","PROVO BYU, UT US","2023-06-04","80"
"USC00427064","PROVO BYU, UT US","2023-06-05","85"
"USC00427064","PROVO BYU, UT US","2023-06-06","90"
"USC00427064","PROVO BYU, UT US","2023-06-07","84"
"USC00427064","PROVO BYU, UT US","2023-06-08","80"
"USC00427064","PROVO BYU, UT US","2023-06-09","81"
"USC00427064","PROVO BYU, UT US","2023-06-10","82"
"USC00427064","PROVO BYU, UT US","2023-06-11","82"
"USC00427064","PROVO BYU, UT US","2023-06-12","74"
"USC00427064","PROVO BYU, UT US","2023-06-13","76"
"USC00427064","PROVO BYU, UT US","2023-06-14","77"
"USC00427064","PROVO BYU, UT US","2023-06-15","78"
"USC00427064","PROVO BYU, UT US","2023-06-16","77"
"USC00427064","PROVO BYU, UT US","2023-06-17","81"
"USC00427064","PROVO BYU, UT US","2023-06-18","83"
"USC00427064","PROVO BYU, UT US","2023-06-19","91"
"USC00427064","PROVO BYU, UT US","2023-06-20","84"
"USC00427064","PROVO BYU, UT US","2023-06-21","80"
"USC00427064","PROVO BYU, UT US","2023-06-22","86"
"USC00427064","PROVO BYU, UT US","2023-06-23","86"
"USC00427064","PROVO BYU, UT US","2023-06-24","84"
"USC00427064","PROVO BYU, UT US","2023-06-25","89"
"USC00427064","PROVO BYU, UT US","2023-06-26","90"
"USC00427064","PROVO BYU, UT US","2023-06-27","89"
"USC00427064","PROVO BYU, UT US","2023-06-28","84"
"USC00427064","PROVO BYU, UT US","2023-06-29","85"
"USC00427064","PROVO BYU, UT US","2023-06-30","86"
"USC00427064","PROVO BYU, UT US","2023-07-01","92"
"USC00427064","PROVO BYU, UT US","2023-07-02","95"
"USC00427064","PROVO BYU, UT US","2023-07-03","99"
"USC00427064","PROVO BYU, UT US","2023-07-04","92"
"USC00427064","PROVO BYU, UT US","2023-07-05","92"
"USC00427064","PROVO BYU, UT US","2023-07-06","93"
"USC00427064","PROVO BYU, UT US","2023-07-07","94"
"USC00427064","PROVO BYU, UT US","2023-07-08","95"
"USC00427064","PROVO BYU, UT US","2023-07-09","98"
"USC00427064","PROVO BYU, UT US","2023-07-10","98"
"USC00427064","PROVO BYU, UT US","2023-07-11","99"
"USC00427064","PROVO BYU, UT US","2023-07-12","98"
"USC00427064","PROVO BYU, UT US","2023-07-13","97"
"USC00427064","PROVO BYU, UT US","2023-07-14","95"
"USC00427064","PROVO BYU, UT US","2023-07-15","95"
"USC00427064","PROVO BYU, UT US","2023-07-16","102"
"USC00427064","PROVO BYU, UT US","2023-07-17","105"
"USC00427064","PROVO BYU, UT US","2023-07-18","102"
"USC00427064","PROVO BYU, UT US","2023-07-19","94"
"USC00427064","PROVO BYU, UT US","2023-07-20","92"
"USC00427064","PROVO BYU, UT US","2023-07-21","99"
"USC00427064","PROVO BYU, UT US","2023-07-22","102"
"USC00427064","PROVO BYU, UT US","2023-07-23","102"
"USC00427064","PROVO BYU, UT US","2023-07-24","102"
"USC00427064","PROVO BYU, UT US","2023-07-25","97"
"USC00427064","PROVO BYU, UT US","2023-07-26","100"
"USC00427064","PROVO BYU, UT US","2023-07-27","101"
"USC00427064","PROVO BYU, UT US","2023-07-28","101"
"USC00427064","PROVO BYU, UT US","2023-07-29","102"
"USC00427064","PROVO BYU, UT US","2023-07-30","102"
"USC00427064","PROVO BYU, UT US","2023-07-31","99"
"USC00427064","PROVO BYU, UT US","2023-08-01","87"
"USC00427064","PROVO BYU, UT US","2023-08-02","85"
"USC00427064","PROVO BYU, UT US","2023-08-03","86"
"USC00427064","PROVO BYU, UT US","2023-08-04","89"
"USC00427064","PROVO BYU, UT US","2023-08-05","91"
"USC00427064","PROVO BYU, UT US","2023-08-06","91"
"USC00427064","PROVO BYU, UT US","2023-08-07","91"
"USC00427064","PROVO BYU, UT US","2023-08-08","89"
"USC00427064","PROVO BYU, UT US","2023-08-09","90"
"USC00427064","PROVO BYU, UT US","2023-08-10","94"
"USC00427064","PROVO BYU, UT US","2023-08-11","93"
"USC00427064","PROVO BYU, UT US","2023-08-12","93"
"USC00427064","PROVO BYU, UT US","2023-08-13","93"
"USC00427064","PROVO BYU, UT US","2023-08-14","96"
"USC00427064","PROVO BYU, UT US","2023-08-15","97"
"USC00427064","PROVO BYU, UT US","2023-08-16","96"
"USC00427064","PROVO BYU, UT US","2023-08-17","96"
"USC00427064","PROVO BYU, UT US","2023-08-18","95"
"USC00427064","PROVO BYU, UT US","2023-08-19","90"
"USC00427064","PROVO BYU, UT US","2023-08-20","82"
"USC00427064","PROVO BYU, UT US","2023-08-21","82"
"USC00427064","PROVO BYU, UT US","2023-08-22","77"
"USC00427064","PROVO BYU, UT US","2023-08-23","90"
"USC00427064","PROVO BYU, UT US","2023-08-24","90"
"USC00427064","PROVO BYU, UT US","2023-08-25","92"
"USC00427064","PROVO BYU, UT US","2023-08-26","93"
"USC00427064","PROVO BYU, UT US","2023-08-27","95"
"USC00427064","PROVO BYU, UT US","2023-08-28","95"
"USC00427064","PROVO BYU, UT US","2023-08-29","99"
"USC00427064","PROVO BYU, UT US","2023-08-30","98"
"USC00427064","PROVO BYU, UT US","2023-08-31","96"
"USC00427064","PROVO BYU, UT US","2023-09-01","93"
"USC00427064","PROVO BYU, UT US","2023-09-02","85"
"USC00427064","PROVO BYU, UT US","2023-09-03","87"
"USC00427064","PROVO BYU, UT US","2023-09-04","83"
"USC00427064","PROVO BYU, UT US","2023-09-05","81"
"USC00427064","PROVO BYU, UT US","2023-09-06","87"
"USC00427064","PROVO BYU, UT US","2023-09-07","88"
"USC00427064","PROVO BYU, UT US","2023-09-08","91"
"USC00427064","PROVO BYU, UT US","2023-09-09","91"
"USC00427064","PROVO BYU, UT US","2023-09-10","81"
"USC00427064","PROVO BYU, UT US","2023-09-11","85"
"USC00427064","PROVO BYU, UT US","2023-09-12","85"
"USC00427064","PROVO BYU, UT US","2023-09-13","84"
"USC00427064","PROVO BYU, UT US","2023-09-14","80"
"USC00427064","PROVO BYU, UT US","2023-09-15","81"
"USC00427064","PROVO BYU, UT US","2023-09-16","84"
"USC00427064","PROVO BYU, UT US","2023-09-17","86"
"USC00427064","PROVO BYU, UT US","2023-09-18","87"
"USC00427064","PROVO BYU, UT US","2023-09-19","84"
"USC00427064","PROVO BYU, UT US","2023-09-20","85"
"USC00427064","PROVO BYU, UT US","2023-09-21","83"
"USC00427064","PROVO BYU, UT US","2023-09-22","66"
"USC00427064","PROVO BYU, UT US","2023-09-23","73"
"USC00427064","PROVO BYU, UT US","2023-09-24","80"
"USC00427064","PROVO BYU, UT US","2023-09-25","86"
"USC00427064","PROVO BYU, UT US","2023-09-26","86"
"USC00427064","PROVO BYU, UT US","2023-09-27","88"
"USC00427064","PROVO BYU, UT US","2023-09-28","88"
"USC00427064","PROVO BYU, UT US","2023-09-29","86"
"USC00427064","PROVO BYU, UT US","2023-09-30","86"
"USC00427064","PROVO BYU, UT US","2023-10-01","70"
"USC00427064","PROVO BYU, UT US","2023-10-02","56"
"USC00427064","PROVO BYU, UT US","2023-10-03","58"
"USC00427064","PROVO BYU, UT US","2023-10-04","68"
"USC00427064","PROVO BYU, UT US","2023-10-05","70"
"USC00427064","PROVO BYU, UT US","2023-10-06","73"
"USC00427064","PROVO BYU, UT US","2023-10-07","78"
"USC00427064","PROVO BYU, UT US","2023-10-08","79"
"USC00427064","PROVO BYU, UT US","2023-10-09","81"
"USC00427064","PROVO BYU, UT US","2023-10-10","82"
"USC00427064","PROVO BYU, UT US","2023-10-11","78"
"USC00427064","PROVO BYU, UT US","2023-10-12","49"
"USC00427064","PROVO BYU, UT US","2023-10-13","62"
"USC00427064","PROVO BYU, UT US","2023-10-14","70"
"USC00427064","PROVO BYU, UT US","2023-10-15","73"
"USC00427064","PROVO BYU, UT US","2023-10-16","79"
"USC00427064","PROVO BYU, UT US","2023-10-17","79"
"USC00427064","PROVO BYU, UT US","2023-10-18","77"
"USC00427064","PROVO BYU, UT US","2023-10-19","75"
"USC00427064","PROVO BYU, UT US","2023-10-20","81"
"USC00427064","PROVO BYU, UT US","2023-10-21","79"
"USC00427064","PROVO BYU, UT US","2023-10-22","77"
"USC00427064","PROVO BYU, UT US","2023-10-23","75"
"USC00427064","PROVO BYU, UT US","2023-10-24","70"
"USC00427064","PROVO BYU, UT US","2023-10-25","74"
"USC00427064","PROVO BYU, UT US","2023-10-26","70"
"USC00427064","PROVO BYU, UT US","2023-10-27","58"
"USC00427064","PROVO BYU, UT US","2023-10-28","57"
"USC00427064","PROVO BYU, UT US","2023-10-29","39"
"USC00427064","PROVO BYU, UT US","2023-10-30","48"
"USC00427064","PROVO BYU, UT US","2023-10-31","53"
"USC00427064","PROVO BYU, UT US","2023-11-01","60"
"USC00427064","PROVO BYU, UT US","2023-11-02","69"
"USC00427064","PROVO BYU, UT US","2023-11-03","67"
"USC00427064","PROVO BYU, UT US","2023-11-04","71"
"USC00427064","PROVO BYU, UT US","2023-11-05","66"
"USC00427064","PROVO BYU, UT US","2023-11-06","67"
"USC00427064","PROVO BYU, UT US","2023-11-07","67"
"USC00427064","PROVO BYU, UT US","2023-11-08","49"
"USC00427064","PROVO BYU, UT US","2023-11-09","49"
"USC00427064","PROVO BYU, UT US","2023-11-10","52"
"USC00427064","PROVO BYU, UT US","2023-11-11","56"
"USC00427064","PROVO BYU, UT US","2023-11-12","60"
"USC00427064","PROVO BYU, UT US","2023-11-13","60"
"USC00427064","PROVO BYU, UT US","2023-11-14","68"
"USC00427064","PROVO BYU, UT US","2023-11-15","68"
"USC00427064","PROVO BYU, UT US","2023-11-16","60"
"USC00427064","PROVO BYU, UT US","2023-11-17","60"
"USC00427064","PROVO BYU, UT US","2023-11-18","56"
"USC00427064","PROVO BYU, UT US","2023-11-19","50"
"USC00427064","PROVO BYU, UT US","2023-11-20","42"
"USC00427064","PROVO BYU, UT US","2023-11-21","46"
"USC00427064","PROVO BYU, UT US","2023-11-22","51"
"USC00427064","PROVO BYU, UT US","2023-11-23","45"
"USC00427064","PROVO BYU, UT US","2023-11-24","45"
"USC00427064","PROVO BYU, UT US","2023-11-25","36"
"USC00427064","PROVO BYU, UT US","2023-11-26","36"
"USC00427064","PROVO BYU, UT US","2023-11-27","37"
"USC00427064","PROVO BYU, UT US","2023-11-28","43"
"USC00427064","PROVO BYU, UT US","2023-11-29","44"
"USC00427064","PROVO BYU, UT US","2023-11-30","37"
"USC00427064","PROVO BYU, UT US","2023-12-01","36"
"USC00427064","PROVO BYU, UT US","2023-12-02","41"
"USC00427064","PROVO BYU, UT US","2023-12-03","46"
"USC00427064","PROVO BYU, UT US","2023-12-04","57"
"USC00427064","PROVO BYU, UT US","2023-12-05","54"
"USC00427064","PROVO BYU, UT US","2023-12-06","61"
"USC00427064","PROVO BYU, UT US","2023-12-07","55"
"USC00427064","PROVO BYU, UT US","2023-12-08","41"
"USC00427064","PROVO BYU, UT US","2023-12-09","37"
"USC00427064","PROVO BYU, UT US","2023-12-10","43"
"USC00427064","PROVO BYU, UT US","2023-12-11","48"
"USC00427064","PROVO BYU, UT US","2023-12-12","44"
"USC00427064","PROVO BYU, UT US","2023-12-13","48"
"USC00427064","PROVO BYU, UT US","2023-12-14","46"
"USC00427064","PROVO BYU, UT US","2023-12-15","47"
"USC00427064","PROVO BYU, UT US","2023-12-16","48"
"USC00427064","PROVO BYU, UT US","2023-12-17","46"
"USC00427064","PROVO BYU, UT US","2023-12-18","46"
"USC00427064","PROVO BYU, UT US","2023-12-19","61"
"USC00427064","PROVO BYU, UT US","2023-12-20","54"
"USC00427064","PROVO BYU, UT US","2023-12-21","55"
"USC00427064","PROVO BYU, UT US","2023-12-22","51"
"USC00427064","PROVO BYU, UT US","2023-12-23","44"
"USC00427064","PROVO BYU, UT US","2023-12-24","36"
"USC00427064","PROVO BYU, UT US","2023-12-25","36"
"USC00427064","PROVO BYU, UT US","2023-12-26","36"
"USC00427064","PROVO BYU, UT US","2023-12-27","42"
"USC00427064","PROVO BYU, UT US","2023-12-28","46"
"USC00427064","PROVO BYU, UT US","2023-12-29","50"
"USC00427064","PROVO BYU, UT US","2023-12-30","55"
"USC00427064","PROVO BYU, UT US","2023-12-31","50"
