"House.Number","Visit","house.number.visit","house.number.visit.date","Type of Air Conditioner","ac.type","ac.season","first.day","Monitor.closest","PM2.5.UDAQ.ug.m3","season","day.type","SidePak.ug.m3.avg_In","SidePak.ug.m3.avg_Out","average.Temp_In","average.Temp_Out","average.RH_In","average.RH_Out","min.Temp_In","min.Temp_Out","max.Temp_In","max.Temp_Out","I/O","Outdoor.SidePak.UDAQ.ratio","Outdoor.SidePak.UDAQ.diff","Cs","Cs.lower","Cs.upper","Fin","Fin.lower","Fin.upper","p.value","R2","sig"
"H02","V2","H02 V2","2022-11-21 H02 V2","Central","Central","Central-Winter",2022-11-21,"Spanish Fork",13.92,"Winter","Normal",1.70865051903114,5.97370242214533,19.8768965517241,-0.957586206896552,27.331724137931,50.5541379310345,17.1,-5.8,24.9,9.7,0.286028730305839,0.429145288947222,-7.94629757785467,1.80840695253478,1.75020944567574,1.86660445939381,-0.0166992639495762,-0.0224431943167977,-0.0109553335823548,1.42601204538237e-08,0.02204221024,"sig"
"H02","V3","H02 V3","2023-08-15 H02 V3","Central","Central","Central-Summer",2023-08-15,"Spanish Fork",12.1086956521739,"Summer","Normal",3.2781954887218,5.81453634085213,23.3753571428571,25.7836655871886,43.2717857142857,41.2003584229391,21.5,19.11057,25.3,35.90078,0.563793103448276,0.480195101757986,-6.29415931132178,3.37540547498496,3.11296940543495,3.63784154453498,-0.0167184416030207,-0.0595919847930637,0.0261551015870224,0.443762697440503,0.00147818266,"non-sig"
"H03","V1","H03 V1","2022-07-27 H03 V1","Central","Central","Central-Summer",2022-07-27,"Spanish Fork",7.0125,"Summer","Normal",2.64779874213836,24.4528301886792,23.4351254480287,26.5886183333333,43.8304659498208,32.8361010830325,21.5,17.07143,30.5,36.17219,0.108281893004115,3.4870346080113,17.4403301886792,1.89272545478486,1.71769275031456,2.06775815925517,0.0308787686957841,0.0242137875504246,0.0375437498411436,2.4220629437028e-18,0.14855791387,"sig"
"H03","V2","H03 V2","2022-12-08 H03 V2","Central","Central","Central-Winter",2022-12-08,"Spanish Fork",9.94347826086956,"Winter","Normal",0.581939799331104,2.13210702341137,18.9789090909091,-1.92584269662921,33.5650909090909,74.585393258427,17.4,-9.2,20.3,12.2,0.272941176470588,0.214422656486496,-7.81137123745819,0.382526446372496,0.254148367930523,0.510904524814469,0.0935287726033281,0.0546167032667357,0.132440841939921,2.69206744684293e-06,0.01828438242,"sig"
"H03","V3","H03 V3","2023-08-03 H03 V3","Central","Central","Central-Summer",2023-08-03,"Spanish Fork",4.92173913043478,"Summer","Normal",6.98095909732017,10.0662905500705,23.0369718309859,20.7832368070175,54.4795774647887,55.6792253521127,20.5,13.20569,25.2,30.12644,0.693498668908505,2.0452710481592,5.14455141963574,5.5771646353822,5.39148968902479,5.76283958173961,0.139454991384908,0.12294698118401,0.155963001585805,1.64936646173681e-56,0.16243288945,"sig"
"H04","V1","H04 V1","2022-07-28 H04 V1","Central","Central","Central-Summer",2022-07-28,"Spanish Fork",8.6875,"Summer","Normal",3.6745182012848,11.5638829407566,NA,26.1149591637631,NA,34.3014652014652,NA,18.66132,NA,36.3418,0.317758163076353,1.33109443922378,2.8763829407566,2.71597955431422,2.53707102092817,2.89488808770026,0.0828907255358168,0.0689298828734609,0.0968515681981727,5.4640913583185e-30,0.08839460456,"sig"
"H04","V2","H04 V2","2023-01-25 H04 V2","Central","Central","Central-Winter",2023-01-25,"Spanish Fork",13.3333333333333,"Winter","Normal",1.0317572335921,29.9887085391673,NA,-3.83754385964912,NA,83.8221052631579,NA,-9.4,NA,13.5,0.0344048571563044,2.24915314043754,16.6553752058339,1.287822496551,1.14023632448734,1.43540866861466,-0.00853872258701873,-0.0131087545347677,-0.00396869063926978,0.000256317227155783,0.00940430694,"sig"
"H05","V2","H05 V2","2023-02-02 H05 V2","Central","Central","Central-Winter",2023-02-02,"Lindon",24.6333333333333,"Winter","Normal",7.53380281690141,43.2753521126761,NA,-2.24035087719298,NA,71.4617543859649,NA,-8.2,NA,10.4,0.174089925306342,1.75678019401933,18.6420187793427,2.85176952301425,2.37429351142008,3.32924553460841,0.108191685689731,0.0983821736684737,0.118001197710989,6.1966067267979e-90,0.24818073969,"sig"
"H05","V3","H05 V3","2023-08-21 H05 V3","Central","Central","Central-Summer",2023-08-21,"Lindon",3.38333333333333,"Summer","Normal",6.22295390404516,16.5747883349012,21.7756183745583,19.0973137809187,45.869964664311,73.1544483985765,21.3,16.26265,22.3,22.76535,0.375446960667461,4.89895221721218,13.1914550015679,6.22650515516593,6.00201800618866,6.45099230414319,-0.000214256197369741,-0.00102951182328121,0.000600999428541728,0.606182791691664,0.00025057778,"non-sig"
"H06","V1","H06 V1","2022-08-01 H06 V1","Central","Central","Central-Summer",2022-08-01,"Lindon",4.77826086956522,"Summer","Normal",3.48014440433213,7.93429602888087,24.0244604316547,22.2312502857143,39.0964028776978,66.291726618705,22.6,17.28011,27.6,32.8461,0.438620438620439,1.66049871396051,3.15603515931565,3.5986065962142,3.44559838129987,3.75161481112854,-0.0149303972842638,-0.0328770364034533,0.00301624183492567,0.102909979822789,0.00192209743,"non-sig"
"H06","V2","H06 V2","2022-11-17 H06 V2","Central","Central","Central-Winter",2022-11-17,"Lindon",9.525,"Winter","Normal",5.91730903994394,5.29922915206727,18.2215277777778,-0.0766550522648083,28.5892361111111,60.9689895470383,14.9,-5.1,22.7,9.8,1.11663581063211,0.556349517277404,-4.22577084793273,6.06455774639996,5.99867336486172,6.1304421279382,-0.0277868162011165,-0.037212833435446,-0.018360798966787,9.02229671434585e-09,0.02292804612,"sig"
"H07","V1","H07 V1","2022-08-03 H07 V1","Central","Central","Central-Summer",2022-08-03,"Lindon",10.5857142857143,"Summer","Normal",8.08548850574713,23.5057471264368,16.6249240121581,26.3304485410334,56.0726443768997,42.305017921147,14.6,18.17037,19.6,36.47093,0.343979217603912,2.22051592287527,12.9200328407225,10.5626374497929,10.0940416671697,11.0312332324161,-0.105384820602434,-0.124526029590354,-0.0862436116145154,3.6286860888947e-26,0.0774210357,"sig"
"H08","V1","H08 V1","2022-08-09 H08 V1","Central","Central","Central-Summer",2022-08-09,"Lindon",5.3125,"Summer","Normal",13.6655405405405,12.5506756756757,23.1798611111111,27.3621040484429,38.1190972222222,34.5576923076923,22,21.59826,24.6,35.37707,1.08882907133244,2.36248012718601,7.23817567567568,14.8023062944204,13.4040647423041,16.2005478465368,-0.0905740681422475,-0.200730496235251,0.0195823599507565,0.106690646692092,0.00882813316,"non-sig"
"H08","V2","H08 V2","2022-09-08 H08 V2","Central","Central","Central-Summer",2022-09-08,"Lindon",16.2375,"Summer","Wildfire Smoke",16.9009083402147,33.5202312138728,22.5737931034483,22.8900816438356,34.6544827586207,28.1406896551724,18.8,13.48341,24.3,33.60671,0.504200231567019,2.06437143734398,17.2827312138728,7.04504053626462,5.32265536600228,8.76742570652696,0.29402744095247,0.244726457512268,0.343328424392671,4.90462534420555e-30,0.10172206463,"sig"
"H08","V3","H08 V3","2023-04-13 H08 V3","Central","Central","Central-Winter",2023-04-13,"Lindon",3.60434782608696,"Winter","Normal",2.94326241134752,4.08510638297872,NA,NA,NA,NA,NA,NA,NA,NA,0.720486111111111,1.13338295305803,0.480758556891767,2.47006350447883,2.19279853232973,2.74732847662792,0.11583514907723,0.0674915264327925,0.164178771721667,3.78858167751581e-06,0.07360372812,"sig"
"H09","V1","H09 V1","2022-08-09 H09 V1","Central","Central","Central-Summer",2022-08-09,"Lindon",5.42083333333333,"Summer","Normal",4.810443490701,3.82904148783977,22.3958041958042,27.5389590443686,48.7272727272727,35.4478723404255,22,21.59826,22.9,36.72726,1.2563048757706,0.706356615742925,-1.59179184549356,4.70644696655483,4.6098586258611,4.80303530724855,0.0271599366255163,0.0102540177558309,0.0440658554952016,0.00165896905105556,0.00706423703,"sig"
"H10","V3","H10 V3","2023-08-03 H10 V3","Central","Central","Central-Summer",2023-08-03,"Spanish Fork",4.8625,"Summer","Normal",4.78783592644979,5.88826025459689,22.2812720848057,21.4895338515901,58.1003533568905,52.5466431095406,22,13.20569,24.2,31.97441,0.813115541676675,1.21095326572687,1.02576025459689,4.43272757448699,4.25802466233774,4.60743048663624,0.0603078560743887,0.0317668766733318,0.0888488354754457,3.60008544953108e-05,0.01202164263,"sig"
"H11","V1","H11 V1","2022-08-16 H11 V1","Central","Central","Central-Summer",2022-08-16,"Spanish Fork",4.79615384615385,"Summer","Normal",5.04463690872752,16.6282478347768,23.8973770491803,26.7948426143791,46.6088524590164,35.9674342105263,21.8,17.80838,26.6,34.92677,0.303377539164229,3.46699634085162,11.832093988623,3.6534403630173,3.43915497376931,3.86772575226528,0.0836646506314736,0.0737761195782516,0.0935531816846955,6.45376277604318e-57,0.15522378865,"sig"
"H11","V2","H11 V2","2022-11-16 H11 V2","Central","Central","Central-Winter",2022-11-16,"Spanish Fork",8.124,"Winter","Normal",9.31087470449173,7.12174940898345,20.121107266436,-0.0830449826989619,42.0733564013841,60.7951557093426,18.1,-6.9,21.4,31.8,1.30738589211618,0.876630897216082,-1.00225059101655,7.58513983587081,7.20266944913077,7.96761022261084,0.242318954166529,0.198351093230482,0.286286815102576,1.24844257016614e-25,0.12176317554,"sig"
"H12","V1","H12 V1","2022-08-11 H12 V1","Central","Central","Central-Summer",2022-08-11,"Lindon",5.2375,"Summer","Normal",5.97278911564626,5.28486394557823,23.8261324041812,22.7137746735395,44.4592334494774,63.9834507042254,21.8,17.33408,25.6,32.28893,1.13016894609815,1.0090432354326,0.0473639455782315,1.90688253741042,1.52329374589162,2.29047132892923,0.769349338053959,0.702354632871929,0.83634404323599,1.03679801515459e-93,0.30187319258,"sig"
"H12","V2","H12 V2","2023-03-27 H12 V2","Central","Central","Central-Winter",2023-03-27,"Lindon",2.612,"Winter","Normal",4.67234332425068,17.6696185286104,19.3932862190813,3.75598591549296,31.7946996466431,44.3218309859155,14.4,-6,22.5,29.2,0.264428081267589,6.7647850415813,15.0576185286104,5.65850829960792,5.18937850561808,6.12763809359777,-0.0558113336606817,-0.0813992490894184,-0.030223418231945,2.00320020644461e-05,0.01233289973,"sig"
"H13","V1","H13 V1","2022-08-10 H13 V1","Central","Central","Central-Summer",2022-08-10,"Lindon",5.67916666666667,"Summer","Normal",4.7987106017192,6.32449856733524,22.6810526315789,23.5013637062937,39.4775438596491,50.9548956643357,21.9,17.68906,24.1,32.98873,0.758749575263337,1.11363144252418,0.645331900668577,4.39286173522319,4.18624912791416,4.59947434253222,0.0641709160299558,0.0394060683721656,0.0889357636877461,4.21759038417145e-07,0.01819772436,"sig"
"H13","V2","H13 V2","2023-04-04 H13 V2","Central","Central","Central-Winter",2023-04-04,"Lindon",1.2,"Winter","Normal",3.19886363636364,7.19957386363636,18.569014084507,1.52304964539007,38.4528169014085,71.5787234042553,17.4,-7,19.8,23.9,0.444312913090658,5.99964488636364,5.99957386363636,3.59530586709194,3.45634762156534,3.73426411261854,-0.055064679970942,-0.0696198229551978,-0.0405095369866862,1.99989884190094e-13,0.03769509893,"sig"
"H14","V1","H14 V1","2022-08-15 H14 V1","Central","Central","Central-Summer",2022-08-15,"Spanish Fork",5.45,"Summer","Normal",5.26466380543634,8.26824034334764,22.8711743772242,24.2533503191489,48.1893238434164,41.2602836879433,21.6,16.4729,25.5,34.04824,0.636733281425729,1.5171083198803,2.81824034334764,5.90339009856061,5.52150996558122,6.28527023153999,-0.0772505716573924,-0.120467991368435,-0.03403315194635,0.00046851525963086,0.0087305504,"sig"
"H14","V2","H14 V2","2022-09-09 H14 V2","Central","Central","Central-Summer",2022-09-09,"Spanish Fork",35.4041666666667,"Summer","Wildfire Smoke",15.3619972260749,80.3065187239945,23.1250859106529,19.0841603436426,40.4735395189003,24.6264604810997,21.9,9.49257,24.3,28.81496,0.191292032952799,2.26827874470503,44.9023520573278,-6.59093662507626,-7.61061553998759,-5.57125771016493,0.273364282252119,0.261181038375669,0.285547526128569,7.92924107374122e-269,0.57361677032,"sig"
"H16","V2","H16 V2","2022-09-09 H16 V2","Central","Central","Central-Summer",2022-09-09,"Spanish Fork",35.5666666666667,"Summer","Wildfire Smoke",29.1471830985916,84.4985915492958,22.7311188811189,18.9899688541667,37.948951048951,26.4736842105263,21.6,9.49257,24.5,28.81496,0.344942827616095,2.37578045593147,48.9319248826291,-16.4142522061723,-17.9149511817632,-14.9135532305814,0.539197570863459,0.521902912813746,0.556492228913172,0,0.72510476847,"sig"
"H16","V3","H16 V3","2023-03-30 H16 V3","Central","Central","Central-Winter",2023-03-30,"Spanish Fork",2.075,"Winter","Normal",2.35704125177809,1.40398293029872,19.7258865248227,5.45248226950355,28.8609929078014,63.0794326241135,17.5,-0.3,21.8,26.7,1.67882472137791,0.676618279662033,-0.67101706970128,1.87038852002083,1.66816430100854,2.07261273903312,0.346622969022638,0.23069040605974,0.462555531985535,5.58955071052241e-09,0.023914959,"sig"
"H16","V4","H16 V4","2023-08-14 H16 V4","Central","Central","Central-Summer",2023-08-14,"Spanish Fork",13.3458333333333,"Summer","Normal",4.13146853146853,14.1657342657343,24.0836805555556,26.6233941724138,41.0815972222222,38.8548611111111,22.7,17.84868,25.5,36.076,0.291652268351681,1.06143497464134,0.819900932400932,3.84912660045102,3.55877207947996,4.13948112142208,0.0199313304711988,-0.000106936844860756,0.0399695977872584,0.0512335562856483,0.00265889052,"non-sig"
"H17","V2","H17 V2","2023-01-27 H17 V2","Evaporative","Evap","Evap-Winter",2023-01-27,"Spanish Fork",5.30416666666667,"Winter","Normal",4.33333333333333,17.9617021276596,20.3307692307692,2.79230769230769,31.3825174825175,72.8038461538462,18.4,0.1,22.8,11,0.241254047224196,3.38633818589026,12.6575354609929,3.87513095417427,3.34515203164834,4.40510987670021,0.0255099642507402,-0.00175509369464506,0.0527750221961254,0.0666376732158199,0.00477710482,"non-sig"
"H18","V1","H18 V1","2022-09-01 H18 V1","Evaporative","Evap","Evap-Summer",2022-09-01,"Spanish Fork",7.27916666666667,"Summer","Normal",7.9126700071582,12.2734430923407,25.8195729537367,25.8606670526316,37.8576512455516,17.5961403508772,22.3,15.40655,33.2,36.24805,0.64469847194681,1.68610551926833,4.99427642567406,4.61834247291208,4.45332444178679,4.78336050403738,0.268411032622292,0.257629170894329,0.279192894350256,3.02275386005016e-304,0.63093895072,"sig"
"H19","V1","H19 V1","2022-09-02 H19 V1","Evaporative","Evap","Evap-Summer",2022-09-02,"Spanish Fork",6.34166666666667,"Summer","Normal",7.2457337883959,11.7030716723549,22.0810526315789,25.503212369338,40.7435087719298,19.1656140350877,19.7,14.3381,25.1,38.49797,0.619130941965588,1.84542523085755,5.36140500568828,5.23310602998291,4.41483107064322,6.0513809893226,0.171974317064742,0.103048117021107,0.240900517108377,1.51596269597622e-06,0.07652557321,"sig"
"H19","V2","H19 V2","2023-02-10 H19 V2","Evaporative","Evap","Evap-Winter",2023-02-10,"Spanish Fork",3.04583333333333,"Winter","Normal",2.44085281980743,5.07634112792297,18.9472602739726,4.08356164383562,24.8486301369863,33.247602739726,17.1,-0.7,20,13.4,0.480829155940929,1.66665098591178,2.03050779458964,2.21088973424223,2.12967375455921,2.29210571392526,0.0453009519593209,0.0357825530950547,0.0548193508235871,3.62811758595911e-20,0.05662707935,"sig"
"H19","V3","H19 V3","2023-08-31 H19 V3","Evaporative","Evap","Evap-Summer",2023-08-31,"Spanish Fork",4.50434782608696,"Summer","Normal",1.38529411764706,5.01470588235294,NA,23.1417014492754,NA,36.4016393115942,NA,15.16651,NA,31.33313,0.27624633431085,1.1133034294799,0.510358056265985,0.905724282853892,0.726980410724508,1.08446815498328,0.0956326943282524,0.0638820966652179,0.127383291991287,4.35436324651643e-09,0.02506431535,"sig"
"H20","V1","H20 V1","2022-09-08 H20 V1","Evaporative","Evap","Evap-Summer",2022-09-08,"Lindon",16.5833333333333,"Summer","Wildfire Smoke",36.0701373825018,36.7194504699928,25.3835087719298,22.5117915034965,31.2480701754386,31.3989361702128,23.9,13.48341,27.9,31.68987,0.98231691707855,2.21423821929605,20.1361171366594,6.08965878973057,5.16491825716286,7.01439932229828,0.816474054187475,0.792092308509837,0.840855799865112,0,0.75756275535,"sig"
"H21","V1","H21 V1","2022-09-08 H21 V1","Evaporative","Evap","Evap-Summer",2022-09-08,"Spanish Fork",20.1739130434783,"Summer","Wildfire Smoke",32.5782263878875,36.197548666186,21.8320284697509,22.2591117375887,44.4914590747331,33.5336917562724,17.8,13.48341,24.6,28.79814,0.900011950762857,1.79427504164284,16.0236356227078,-4.10997452559085,-5.20574447848035,-3.01420457270134,1.01355484736873,0.984051792279455,1.04305790245801,0,0.76631080924,"sig"
"H21","V2","H21 V2","2022-12-08 H21 V2","Evaporative","Evap","Evap-Winter",2022-12-08,"Spanish Fork",10.1391304347826,"Winter","Normal",5.8463768115942,20.9072463768116,20.6939068100358,1.21768953068592,24.05770609319,69.2342960288809,19.6,-4.1,23.6,21.3,0.27963399417718,2.0620354488279,10.768115942029,5.32466227484149,5.17956642465987,5.46975812502311,0.0249537661416483,0.0190321334690836,0.0308753988142129,3.20759550500792e-16,0.04724757764,"sig"
"H22","V1","H22 V1","2022-09-12 H22 V1","Evaporative","Evap","Evap-Summer",2022-09-12,"Lindon",4.21666666666667,"Summer","Wildfire Smoke",10.0182200420463,9.31464611072179,20.9961805555556,21.2201855363322,54.809375,41.6529616724739,19.8,14.74425,22.9,31.89504,1.07553415588324,2.20900698277987,5.09797944405513,0.59247514659545,0.258571826597783,0.926378466593118,1.01192732213426,0.983719057865355,1.04013558640316,0,0.77654050394,"sig"
"H22","V2","H22 V2","2023-03-03 H22 V2","Evaporative","Evap","Evap-Winter",2023-03-03,"Lindon",7.24583333333333,"Winter","Normal",6.8943661971831,8.3169014084507,21.460350877193,0.193006993006993,19.8519298245614,52.2965034965035,19.4,-3.9,22.6,13,0.828958509737511,1.14781848075225,1.07106807511737,7.56524156322306,7.11599776168293,8.01448536476319,-0.0806640998964226,-0.127843525260391,-0.0334846745324543,0.00087022747629875,0.03861324327,"sig"
"H23","V1","H23 V1","2022-09-12 H23 V1","Evaporative","Evap","Evap-Summer",2022-09-12,"Lindon",4.112,"Summer","Wildfire Smoke",7.16643454038997,7.63231197771588,21.1221453287197,20.8393073195876,57.0882352941176,47.9996527777778,20.5,14.52961,22.3,31.29686,0.938959854014599,1.85610699847176,3.52031197771588,-0.691637795015221,-0.860078497660336,-0.523197092370107,1.02957955051475,1.01197449651644,1.04718460451307,0,0.90174427994,"sig"
"H23","V2","H23 V2","2023-04-06 H23 V2","Evaporative","Evap","Evap-Winter",2023-04-06,"Lindon",4.0875,"Winter","Normal",1.57377049180328,2.84836065573771,20.2440559440559,10.9555944055944,19.5597902097902,25.3534965034965,17.6,0.7,24.3,39.1,0.552517985611511,0.696846643605555,-1.2391393442623,1.71625916710516,1.60381701028884,1.82870132392149,-0.0500248011131829,-0.0726003721140121,-0.0274492301123537,1.88533590966715e-05,0.07298219223,"sig"
"H24","V1","H24 V1","2023-07-13 H24 V1","Evaporative","Evap","Evap-Summer",2023-07-13,"Lindon",6.925,"Summer","Normal",8.22350396539293,8.50829127613554,NA,24.7870808540925,NA,24.7363832740214,NA,15.26936,NA,33.50964,0.966528260316922,1.22863411929755,1.58329127613554,6.20297446528973,5.87498427120406,6.5309646593754,0.237477706689534,0.200358139113671,0.274597274265396,2.69696007823116e-34,0.10211011229,"sig"
"H25","V1","H25 V1","2023-07-13 H25 V1","Evaporative","Evap","Evap-Summer",2023-07-13,"Lindon",7.20434782608696,"Summer","Normal",7.77593659942363,10.1621037463977,20.8695340501792,24.6285698214286,53.1616487455197,30.0114695340502,18.6,15.26936,25.7,32.60238,0.765189649060617,1.41055151579449,2.95775592031074,9.64092986044208,9.09715773159134,10.1847019892928,-0.183524327989621,-0.23498597208064,-0.132062683898602,4.09246376447973e-12,0.03410679223,"sig"
"H26","V1","H26 V1","2023-07-20 H26 V1","Evaporative","Evap","Evap-Summer",2023-07-20,"Lindon",11.8666666666667,"Summer","Normal",7.62756598240469,9.6158357771261,21.1165517241379,25.6798264827586,76.1972413793103,46.4501742160279,18.4,17.4357,24.5,34.97688,0.793229643183898,0.810323239645458,-2.25083088954057,2.92731427907404,2.54669311222495,3.30793544592313,0.488803242096904,0.450658819162517,0.526947665031292,1.02522927611606e-79,0.65207353013,"sig"
"H26","V2","H26 V2","2023-08-28 H26 V2","Evaporative","Evap","Evap-Summer",2023-08-28,"Lindon",5.87916666666667,"Summer","Normal",7.64516129032258,6.15638148667602,20.6815331010453,25.1412193402778,69.0195121951219,44.4713286713287,17.5,15.77468,25,35.6129,1.24182708736758,1.04715206010081,0.27721482000935,5.43496755659754,5.17454956164613,5.69538555154896,0.359008573219247,0.319186271280403,0.398830875158092,2.00852566572322e-63,0.18007581516,"sig"
"H28","V1","H28 V1","2023-07-27 H28 V1","Evaporative","Evap","Evap-Summer",2023-07-27,"Lindon",5.92083333333333,"Summer","Normal",6.82689556509299,10.3519313304721,22.5968197879859,27.2761157092199,52.2943462897527,26.5928571428571,21,17.12225,24.4,36.13171,0.659480375898286,1.74839093547734,4.43109799713877,6.12823327833589,5.88616547181022,6.37030108486156,0.0674910086295183,0.0463114721423191,0.0886705451167175,5.40514587110392e-10,0.02722912342,"sig"
"H29","V2","H29 V2","2023-08-21 H29 V2","Evaporative","Evap","Evap-Summer",2023-08-21,"Lindon",3.44347826086957,"Summer","Normal",4.17768595041322,3.95371900826446,19.7192170818505,18.9855288652482,48.8459074733096,63.3327402135231,18.9,16.26265,21.4,22.54511,1.05664715719064,1.14817597462226,0.510240747394898,3.40189224710678,3.23264600070746,3.5711384935061,0.196218725125574,0.157417967485023,0.235019482766125,2.33647252495404e-22,0.07534912779,"sig"
"H30","V1","H30 V1","2023-08-10 H30 V1","Evaporative","Evap","Evap-Summer",2023-08-10,"Lindon",4.29166666666667,"Summer","Normal",4.69831223628692,7.18002812939522,21.8699300699301,24.4642853658537,61.7132867132867,43.2734265734266,19.2,15.90136,24.4,34.41339,0.65435847208619,1.67301626316005,2.88836146272855,3.26437820783657,3.06295168360855,3.46580473206458,0.199711477811594,0.175794937109387,0.223628018513802,2.27058967167679e-55,0.15892510139,"sig"
"H31","V1","H31 V1","2023-08-24 H31 V1","Central","Central","Central-Summer",2023-08-24,"Spanish Fork",9.02083333333333,"Summer","Normal",7.51508771929825,13.6533333333333,NA,22.9185911111111,NA,48.2703450347222,NA,15.35732,NA,33.19846,0.550421463815789,1.51353348729792,4.6325,2.31774665454757,1.51640941954041,3.11908388955473,0.380664628765914,0.322343322521159,0.43898593501067,1.32889165173526e-35,0.1033016626,"sig"
"H32","V1","H32 V1","2023-08-28 H32 V1","Evaporative","Evap","Evap-Summer",2023-08-28,"Lindon",5.85833333333333,"Summer","Normal",6.76243868255081,7.74491941135249,22.604181184669,25.1749151388889,53.1024390243902,38.5923076923077,19.7,15.77468,26,35.6129,0.873145132102787,1.32203460791223,1.88658607801915,6.28198981018802,5.97245865984906,6.59152096052698,0.0620340699295747,0.0229966238699291,0.10107151598922,0.00186221765177644,0.00677276114,"sig"
"H33","V1","H33 V1","2023-08-31 H33 V1","Central","Central","Central-Summer",2023-08-31,"Lindon",2.26086956521739,"Summer","Normal",1.81169389509888,5.43766122098022,22.0935483870968,23.563183655914,40.4379928315412,35.3527900358423,21.5,15.16651,23.2,33.87321,0.333175205566097,2.40511938620279,3.17679165576283,2.56306011778614,2.41645361212998,2.70966662344229,-0.138178196866734,-0.163078485520089,-0.113277908213378,2.35704359383631e-26,0.092644123,"sig"
